Filename,Timestamp,Total Rain,Rain Class,Period
SMM00894,20230607_124500,0-2,light,afternoon
SMM00894,20230607_125000,0-4,moderate,afternoon
SMM00894,20230607_125500,0-2,light,afternoon
SMM00894,20230608_151000,7-2,violent,afternoon
SMM00894,20230608_151500,8-4,violent,afternoon
SMM00894,20230608_152000,0-8,moderate,afternoon
SMM00894,20230609_060000,7-8,violent,morning
SMM00894,20230609_060500,4-4,violent,morning
SMM00894,20230609_061000,2-2,heavy,morning
SMM00894,20230609_061500,0-4,moderate,morning
SMM00894,20230609_062000,0-6,moderate,morning
SMM00894,20230609_072500,0-4,moderate,morning
SMM00894,20230609_075500,0-2,light,morning
SMM00894,20230609_080000,0-2,light,morning
SMM00894,20230609_080500,0-4,moderate,morning
SMM00894,20230609_081000,0-2,light,morning
SMM00894,20230609_081500,0-4,moderate,morning
SMM00894,20230610_141500,0-6,moderate,afternoon
SMM00894,20230613_064000,1-6,heavy,morning
SMM00894,20230613_064500,3-2,heavy,morning
SMM00894,20230613_065000,4-8,violent,morning
SMM00894,20230613_065500,0-6,moderate,morning
SMM00894,20230613_070000,4-8,violent,morning
SMM00894,20230613_070500,2-8,heavy,morning
SMM00894,20230613_071000,0-4,moderate,morning
SMM00894,20230613_105000,1-8,heavy,morning
SMM00894,20230613_105500,1-8,heavy,morning
SMM00894,20230613_110000,0-4,moderate,morning
SMM00894,20230613_110500,0-2,light,morning
SMM00894,20230613_181500,0-8,moderate,night
SMM00894,20230613_182000,1-2,heavy,night
SMM00894,20230613_182500,0-8,moderate,night
SMM00894,20230613_183000,0-4,moderate,night
SMM00894,20230613_183500,0-6,moderate,night
SMM00894,20230613_184000,0-8,moderate,night
SMM00894,20230613_184500,0-4,moderate,night
SMM00894,20230613_185000,0-2,light,night
SMM00894,20230617_153500,1-0,heavy,afternoon
SMM00894,20230617_154000,1-8,heavy,afternoon
SMM00894,20230617_154500,0-6,moderate,afternoon
SMM00894,20230617_155000,0-4,moderate,afternoon
SMM00894,20230619_164000,1-4,heavy,afternoon
SMM00894,20230619_164500,2-0,heavy,afternoon
SMM00894,20230619_165000,2-6,heavy,afternoon
SMM00894,20230619_165500,1-2,heavy,afternoon
SMM00894,20230619_170500,0-6,moderate,afternoon
SMM00894,20230619_171000,0-6,moderate,afternoon
SMM00894,20230619_171500,1-0,heavy,afternoon
SMM00894,20230619_172000,0-4,moderate,afternoon
SMM00894,20230619_172500,0-2,light,afternoon
SMM00894,20230620_100500,0-2,light,morning
SMM00894,20230620_101000,0-2,light,morning
SMM00894,20230620_101500,0-4,moderate,morning
SMM00894,20230620_102000,0-2,light,morning
SMM00894,20230620_102500,0-4,moderate,morning
SMM00894,20230620_103000,1-0,heavy,morning
SMM00894,20230620_103500,0-6,moderate,morning
SMM00894,20230620_104000,0-4,moderate,morning
SMM00894,20230620_104500,0-4,moderate,morning
SMM00894,20230620_105000,0-2,light,morning
SMM00894,20230623_071500,1-0,heavy,morning
SMM00894,20230623_072000,6-4,violent,morning
SMM00894,20230623_072500,4-8,violent,morning
SMM00894,20230623_073000,2-8,heavy,morning
SMM00894,20230623_073500,2-0,heavy,morning
SMM00894,20230623_074000,0-4,moderate,morning
SMM00894,20230623_074500,0-8,moderate,morning
SMM00894,20230623_075000,0-4,moderate,morning
SMM00894,20230623_075500,0-4,moderate,morning
SMM00894,20230707_175500,1-2,heavy,afternoon
SMM00894,20230707_180000,1-2,heavy,night
SMM00894,20230707_180500,0-2,light,night
SMM00894,20230707_181000,4-8,violent,night
SMM00894,20230707_181500,0-6,moderate,night
SMM00894,20230707_231500,0-2,light,night
SMM00894,20230707_232000,1-8,heavy,night
SMM00894,20230707_232500,0-2,light,night
SMM00894,20230707_233500,1-8,heavy,night
SMM00894,20230707_234000,0-2,light,night
SMM00894,20230714_141000,4-4,violent,afternoon
SMM00894,20230714_141500,3-8,heavy,afternoon
SMM00894,20230714_142000,3-6,heavy,afternoon
SMM00894,20230714_142500,1-8,heavy,afternoon
SMM00894,20230714_143500,2-4,heavy,afternoon
SMM00894,20230714_144000,0-8,moderate,afternoon
SMM00894,20230714_145000,0-2,light,afternoon
SMM00894,20230714_145500,0-2,light,afternoon
SMM00894,20230716_050500,0-2,light,night
SMM00894,20230716_051000,1-0,heavy,night
SMM00894,20230716_051500,1-6,heavy,night
SMM00894,20230716_052000,0-2,light,night
SMM00894,20230716_102000,1-2,heavy,morning
SMM00894,20230716_102500,2-8,heavy,morning
SMM00894,20230716_103000,0-2,light,morning
SMM00894,20230717_145500,0-2,light,afternoon
SMM00894,20230717_150000,0-8,moderate,afternoon
SMM00894,20230804_044500,1-0,heavy,night
SMM00894,20230804_045000,0-6,moderate,night
SMM00894,20230804_045500,1-6,heavy,night
SMM00894,20230804_050000,4-2,violent,night
SMM00894,20230804_050500,4-2,violent,night
SMM00894,20230804_051000,3-8,heavy,night
SMM00894,20230804_051500,2-8,heavy,night
SMM00894,20230804_052000,1-0,heavy,night
SMM00894,20230804_052500,0-2,light,night
SMM00894,20230804_053000,0-2,light,night
SMM00894,20230804_055500,0-2,light,night
SMM00894,20230804_060000,0-2,light,morning
SMM00894,20230804_060500,0-2,light,morning
SMM00894,20230810_113000,0-8,moderate,morning
SMM00894,20230831_231000,4-6,violent,night
SMM00894,20230831_231500,3-4,heavy,night
SMM00894,20230904_024500,2-0,heavy,night
SMM00894,20230904_025000,1-2,heavy,night
SMM00894,20230904_025500,1-6,heavy,night
SMM00894,20230904_030000,0-4,moderate,night
SMM00894,20230904_030500,0-2,light,night
SMM00894,20230911_043500,1-8,heavy,night
SMM00894,20230911_044000,3-2,heavy,night
SMM00894,20230911_044500,0-2,light,night
SMM00894,20230911_053000,0-6,moderate,night
SMM00894,20230911_053500,3-4,heavy,night
SMM00894,20230911_054000,2-4,heavy,night
SMM00894,20230911_054500,2-2,heavy,night
SMM00894,20230911_055000,0-4,moderate,night
SMM00894,20230911_055500,0-8,moderate,night
SMM00894,20230911_060000,2-4,heavy,morning
SMM00894,20230911_060500,3-8,heavy,morning
SMM00894,20230911_061000,1-0,heavy,morning
SMM00894,20230911_061500,0-8,moderate,morning
SMM00894,20230911_062500,0-4,moderate,morning
SMM00894,20230911_063000,0-2,light,morning
SMM00894,20230911_070000,0-4,moderate,morning
SMM00894,20230911_070500,0-2,light,morning
SMM00894,20230911_071000,0-2,light,morning
SMM00894,20230911_071500,0-4,moderate,morning
SMM00894,20230911_072000,0-2,light,morning
SMM00894,20230911_072500,0-4,moderate,morning
SMM00894,20230911_073000,0-4,moderate,morning
SMM00894,20230911_073500,0-4,moderate,morning
SMM00894,20230911_074000,0-4,moderate,morning
SMM00894,20230911_074500,0-2,light,morning
SMM00894,20230911_075000,0-4,moderate,morning
SMM00894,20230911_075500,0-2,light,morning
SMM00894,20230911_080000,0-2,light,morning
SMM00894,20230911_080500,0-4,moderate,morning
SMM00894,20230911_081000,0-2,light,morning
SMM00894,20230911_081500,0-2,light,morning
SMM00894,20230911_082500,0-2,light,morning
SMM00894,20230911_083000,0-2,light,morning
SMM00894,20230911_083500,0-2,light,morning
SMM00894,20230911_084500,0-2,light,morning
SMM00894,20230911_085000,0-2,light,morning
SMM00894,20230911_091000,0-2,light,morning
SMM00894,20230911_091500,0-2,light,morning
SMM00894,20230923_152000,0-2,light,afternoon
SMM00894,20230923_152500,0-2,light,afternoon
SMM00894,20230923_153000,0-2,light,afternoon
SMM00894,20230923_153500,0-2,light,afternoon
SMM00894,20230930_041000,0-8,moderate,night
SMM00894,20230930_041500,1-4,heavy,night
SMM00894,20230930_042000,0-6,moderate,night
SMM00894,20230930_042500,0-2,light,night
SMM00894,20231001_182500,0-8,moderate,night
SMM00894,20231001_183000,0-4,moderate,night
SMM00894,20231001_183500,0-6,moderate,night
SMM00894,20231010_072000,1-2,heavy,morning
SMM00894,20231010_072500,4-0,heavy,morning
SMM00894,20231010_073000,0-2,light,morning
SMM00894,20231011_084000,0-2,light,morning
SMM00894,20231011_084500,0-6,moderate,morning
SMM00894,20231011_085000,0-2,light,morning
SMM00894,20231221_141000,1-4,heavy,afternoon
SMM00894,20231221_141500,1-8,heavy,afternoon
SMM00894,20231221_142000,1-8,heavy,afternoon
SMM00894,20231221_142500,0-4,moderate,afternoon
SMM00894,20231221_143500,0-6,moderate,afternoon
SMM00894,20231221_144000,1-8,heavy,afternoon
SMM00894,20231221_144500,1-6,heavy,afternoon
SMM00894,20231221_145000,1-0,heavy,afternoon
SMM00894,20231221_145500,0-2,light,afternoon
SMM00894,20231221_152000,0-6,moderate,afternoon
SMM00894,20231221_152500,1-4,heavy,afternoon
SMM00894,20231221_153000,0-2,light,afternoon
SMM00894,20231224_145000,3-0,heavy,afternoon
SMM00894,20231224_145500,4-0,heavy,afternoon
SMM00894,20231224_150000,4-6,violent,afternoon
SMM00894,20231224_150500,4-0,heavy,afternoon
SMM00894,20231224_151000,1-6,heavy,afternoon
SMM00894,20231224_151500,2-2,heavy,afternoon
SMM00894,20231224_152000,1-8,heavy,afternoon
SMM00894,20231224_152500,1-0,heavy,afternoon
SMM00894,20231224_153000,0-6,moderate,afternoon
SMM00894,20231224_155000,0-2,light,afternoon
SMM00894,20231224_155500,0-2,light,afternoon
SMM00894,20231224_161000,0-4,moderate,afternoon
SMM00894,20231224_163000,0-2,light,afternoon
SMM00894,20231224_163500,0-2,light,afternoon
SMM00894,20231224_164000,0-2,light,afternoon
SMM00894,20231224_165500,0-4,moderate,afternoon
SMM00894,20231225_135500,0-4,moderate,afternoon
SMM00894,20231225_140000,3-0,heavy,afternoon
SMM00894,20231225_140500,0-4,moderate,afternoon
SMM00894,20231227_035000,0-4,moderate,night
SMM00894,20240109_235000,0-4,moderate,night
SMM00894,20240110_000500,0-4,moderate,night
SMM00894,20240110_001000,0-4,moderate,night
SMM00894,20240110_001500,0-2,light,night
SMM00894,20240110_033500,0-2,light,night
SMM00894,20240110_034000,1-4,heavy,night
SMM00894,20240110_034500,1-2,heavy,night
SMM00894,20240110_035000,3-2,heavy,night
SMM00894,20240110_035500,0-8,moderate,night
SMM00894,20240110_040000,0-2,light,night
SMM00894,20240110_040500,1-4,heavy,night
SMM00894,20240110_060500,0-2,light,morning
SMM00894,20240110_061000,0-2,light,morning
SMM00894,20240110_062000,0-4,moderate,morning
SMM00894,20240110_062500,0-2,light,morning
SMM00894,20240110_071000,0-2,light,morning
SMM00894,20240110_071500,0-2,light,morning
SMM00894,20240110_072500,0-2,light,morning
SMM00894,20240110_073000,0-6,moderate,morning
SMM00894,20240110_081000,0-2,light,morning
SMM00894,20240110_081500,0-2,light,morning
SMM00894,20240110_084000,0-2,light,morning
SMM00894,20240110_084500,0-2,light,morning
SMM00894,20240110_085000,0-2,light,morning
SMM00894,20240110_173500,0-4,moderate,afternoon
SMM00894,20240110_174000,0-8,moderate,afternoon
SMM00894,20240110_174500,0-2,light,afternoon
SMM00894,20240119_141500,1-8,heavy,afternoon
SMM00894,20240119_142000,0-6,moderate,afternoon
SMM00894,20240119_144000,0-6,moderate,afternoon
SMM00894,20240119_144500,1-0,heavy,afternoon
SMM00894,20240119_145000,1-6,heavy,afternoon
SMM00894,20240119_145500,1-0,heavy,afternoon
SMM00894,20240119_150000,0-8,moderate,afternoon
SMM00894,20240119_150500,0-2,light,afternoon
SMM00894,20240119_151500,0-4,moderate,afternoon
SMM08558,20240729_053000,1-6,heavy,night
SMM08558,20240729_053500,1-2,heavy,night
SMM08558,20240729_054000,0-2,light,night
SMM08558,20240731_161500,0-4,moderate,afternoon
SMM08558,20240731_162000,0-4,moderate,afternoon
SMM08558,20240814_191500,0-8,moderate,night
SMM08558,20240814_192000,2-0,heavy,night
SMM08558,20240814_192500,1-0,heavy,night
SMM08558,20240814_193000,1-2,heavy,night
SMM08558,20240814_193500,1-6,heavy,night
SMM08558,20240814_194000,0-4,moderate,night
SMM08558,20240820_161500,3-4,heavy,afternoon
SMM08558,20240820_162000,7-2,violent,afternoon
SMM08558,20240820_162500,8-8,violent,afternoon
SMM08558,20240820_163000,5-6,violent,afternoon
SMM08558,20240820_163500,0-2,light,afternoon
SMM08558,20240830_004000,0-6,moderate,night
SMM08558,20240830_004500,0-8,moderate,night
SMM08558,20240830_005000,0-6,moderate,night
SMM08558,20240830_005500,0-4,moderate,night
SMM08558,20240830_010000,0-6,moderate,night
SMM08558,20240830_010500,0-4,moderate,night
SMM08558,20240830_011000,0-2,light,night
SMM08558,20240830_011500,0-2,light,night
SMM08558,20240830_012500,0-2,light,night
SMM08558,20240830_013000,0-2,light,night
SMM08558,20240830_013500,0-2,light,night
SMM08558,20240830_014000,0-2,light,night
SMM08558,20240830_015500,0-2,light,night
SMM08558,20240830_020000,0-2,light,night
SMM08558,20240903_210000,0-2,light,night
SMM08558,20240903_210500,0-8,moderate,night
SMM08558,20240903_211000,3-6,heavy,night
SMM08558,20240903_211500,3-2,heavy,night
SMM08558,20240903_212000,1-0,heavy,night
SMM08558,20240903_212500,3-6,heavy,night
SMM08558,20240903_213000,2-2,heavy,night
SMM08558,20240903_213500,3-0,heavy,night
SMM08558,20240903_214000,1-6,heavy,night
SMM08558,20240903_214500,1-6,heavy,night
SMM08558,20240903_215000,3-0,heavy,night
SMM08558,20240903_215500,0-6,moderate,night
SMM08558,20240904_072500,0-6,moderate,morning
SMM08558,20240904_073000,4-6,violent,morning
SMM08558,20240904_073500,5-6,violent,morning
SMM08558,20240904_074000,7-6,violent,morning
SMM08558,20240904_074500,4-6,violent,morning
SMM08558,20240904_075000,1-2,heavy,morning
SMM08558,20240905_074000,0-2,light,morning
SMM08558,20240905_074500,1-0,heavy,morning
SMM08558,20240905_075000,6-2,violent,morning
SMM08558,20240905_075500,7-2,violent,morning
SMM08558,20240905_080000,7-2,violent,morning
SMM08558,20240905_080500,1-8,heavy,morning
SMM08558,20240905_081000,0-2,light,morning
SMM08558,20240905_081500,0-2,light,morning
SMM08558,20240911_122000,0-4,moderate,afternoon
SMM08558,20240911_122500,3-0,heavy,afternoon
SMM08558,20240911_123000,1-6,heavy,afternoon
SMM08558,20240911_123500,0-4,moderate,afternoon
SMM08558,20240916_053000,0-2,light,night
SMM08558,20240916_053500,1-4,heavy,night
SMM08558,20240916_054000,1-0,heavy,night
SMM08558,20240916_054500,1-0,heavy,night
SMM08558,20240916_055000,0-8,moderate,night
SMM08558,20240916_055500,0-6,moderate,night
SMM08558,20240916_060000,0-4,moderate,morning
SMM08558,20240916_060500,0-2,light,morning
SMM08558,20240917_075500,0-2,light,morning
SMM08558,20240917_080000,0-2,light,morning
SMM08558,20240917_092500,0-4,moderate,morning
SMM08558,20240917_093000,0-6,moderate,morning
SMM08558,20240917_093500,0-2,light,morning
SMM08558,20240917_110000,1-2,heavy,morning
SMM08558,20240917_110500,6-8,violent,morning
SMM08558,20240917_111000,2-0,heavy,morning
SMM08558,20240917_111500,0-8,moderate,morning
SMM08558,20240917_112000,0-2,light,morning
SMM08558,20240919_173000,0-4,moderate,afternoon
SMM08558,20240921_012000,1-2,heavy,night
SMM08558,20240921_012500,0-8,moderate,night
SMM08558,20240921_090500,0-4,moderate,morning
SMM08558,20240921_091000,0-6,moderate,morning
SMM08558,20240921_091500,0-2,light,morning
SMM08558,20240921_100500,1-4,heavy,morning
SMM08558,20240921_101000,1-0,heavy,morning
SMM08558,20240921_101500,0-2,light,morning
SMM08558,20240921_102000,0-2,light,morning
SMM08558,20240927_155000,0-2,light,afternoon
SMM08558,20240927_155500,1-4,heavy,afternoon
SMM08558,20240927_160000,0-2,light,afternoon
SMM08558,20240927_160500,0-2,light,afternoon
SMM08558,20240927_161000,0-2,light,afternoon
SMM08558,20240929_161500,0-6,moderate,afternoon
SMM08558,20240929_162000,0-2,light,afternoon
SMM08558,20240929_162500,0-4,moderate,afternoon
SMM08558,20240929_163000,0-4,moderate,afternoon
SMM08558,20240929_183500,0-2,light,night
SMM08558,20240929_184000,2-4,heavy,night
SMM08558,20240929_184500,0-6,moderate,night
SMM08558,20240929_185000,0-8,moderate,night
SMM08558,20240929_200500,0-2,light,night
SMM08558,20240929_201000,0-4,moderate,night
SMM08558,20240929_201500,0-2,light,night
SMM08558,20240929_202000,4-0,heavy,night
SMM08558,20240929_202500,8-6,violent,night
SMM08558,20240929_203000,6-6,violent,night
SMM08558,20240929_203500,4-6,violent,night
SMM08558,20240929_204000,4-2,violent,night
SMM08558,20240929_204500,3-4,heavy,night
SMM08558,20240929_205000,1-2,heavy,night
SMM08558,20240929_205500,0-4,moderate,night
SMM08558,20240929_210000,0-4,moderate,night
SMM08558,20240929_210500,0-6,moderate,night
SMM08558,20240929_211000,0-4,moderate,night
SMM08558,20240929_211500,0-4,moderate,night
SMM08558,20240929_212000,0-6,moderate,night
SMM08558,20240929_212500,0-6,moderate,night
SMM08558,20240929_213000,0-4,moderate,night
SMM08558,20240929_213500,0-2,light,night
SMM08558,20241004_032500,2-6,heavy,night
SMM08558,20241004_033000,0-4,moderate,night
SMM08558,20241004_033500,1-0,heavy,night
SMM08558,20241004_034000,4-0,heavy,night
SMM08558,20241004_034500,3-2,heavy,night
SMM08558,20241004_035000,1-0,heavy,night
SMM08558,20241004_035500,0-4,moderate,night
SMM08558,20241004_040000,0-2,light,night
SMM08558,20241004_041000,0-2,light,night
SMM08558,20241004_041500,0-4,moderate,night
SMM08558,20241004_042000,0-2,light,night
SMM08558,20241004_042500,0-4,moderate,night
SMM08558,20241004_043000,0-2,light,night
SMM08558,20241019_232500,0-4,moderate,night
SMM08558,20241019_233000,2-0,heavy,night
SMM08558,20241019_233500,1-2,heavy,night
SMM08558,20241019_234000,2-8,heavy,night
SMM08558,20241019_234500,4-4,violent,night
SMM08558,20241019_235000,5-6,violent,night
SMM08558,20241019_235500,3-8,heavy,night
SMM08558,20241020_000000,2-2,heavy,night
SMM08558,20241020_000500,1-4,heavy,night
SMM08558,20241020_001000,0-4,moderate,night
SMM08558,20241020_001500,0-4,moderate,night
SMM08558,20241020_002000,0-2,light,night
SMM08558,20241020_013000,0-4,moderate,night
SMM08558,20241020_013500,0-8,moderate,night
SMM08558,20241020_014000,0-4,moderate,night
SMM08558,20241020_014500,0-6,moderate,night
SMM08558,20241020_015000,0-8,moderate,night
SMM08558,20241020_015500,0-6,moderate,night
SMM08558,20241020_020000,0-6,moderate,night
SMM08558,20241020_020500,0-6,moderate,night
SMM08558,20241020_021000,0-2,light,night
SMM08558,20241020_021500,0-2,light,night
SMM08558,20241020_024500,0-2,light,night
SMM08558,20241020_025000,0-2,light,night
SMM08558,20241020_031000,0-2,light,night
SMM08558,20241020_031500,0-2,light,night
SMM08558,20241020_032000,0-8,moderate,night
SMM08558,20241020_032500,1-8,heavy,night
SMM08558,20241020_033000,3-2,heavy,night
SMM08558,20241020_033500,2-4,heavy,night
SMM08558,20241020_034000,0-2,light,night
SMM08558,20241020_034500,0-4,moderate,night
SMM08558,20241020_035000,0-4,moderate,night
SMM08558,20241020_035500,0-2,light,night
SMM08558,20241020_040000,0-2,light,night
SMM08558,20241020_040500,0-2,light,night
SMM08558,20241020_041000,0-2,light,night
SMM08558,20241020_080500,0-6,moderate,morning
SMM08558,20241020_081000,1-2,heavy,morning
SMM08558,20241020_081500,0-2,light,morning
SMM08558,20241020_110000,2-2,heavy,morning
SMM08558,20241020_110500,2-0,heavy,morning
SMM08558,20241020_111000,0-2,light,morning
